SiteID,Date-Time,ac_frequency,ac_power,ac_power_metered,power_factor
1200,2020-01-01 17:25:00,60,20,20,0.029
1200,2020-01-01 17:30:00,60,20,20,0.029
1200,2020-01-01 17:35:00,60,20,20,0.029
1200,2020-01-01 17:40:00,60,20,20,0.029
1200,2020-01-01 17:45:00,60,20,20,0.029
1200,2020-01-01 17:50:00,60,20,20,0.029
1200,2020-01-01 17:55:00,60,20,20,0.029
1200,2020-01-01 18:00:00,60,20,20,0.029
1200,2020-01-01 18:05:00,60,20,20,0.029
1200,2020-01-01 18:10:00,60,20,20,0.029
1200,2020-01-01 18:15:00,60,20,20,0.029
1200,2020-01-01 18:20:00,60,20,20,0.029
1200,2020-01-01 18:25:00,60,20,20,0.029
1200,2020-01-01 18:30:00,60,20,20,0.029
1200,2020-01-01 18:35:00,60,20,20,0.029
1200,2020-01-01 18:40:00,60,20,20,0.029
1200,2020-01-01 18:45:00,60,20,20,0.029
1200,2020-01-01 18:50:00,60,20,20,0.029
1200,2020-01-01 18:55:00,60,20,20,0.029
1200,2020-01-01 19:00:00,60,20,20,0.029
1200,2020-01-01 19:05:00,60,20,20,0.029
1200,2020-01-01 19:10:00,60,20,20,0.029
1200,2020-01-01 19:15:00,60,20,20,0.029
1200,2020-01-01 19:20:00,60,20,20,0.029
1200,2020-01-01 19:25:00,60,20,20,0.029
1200,2020-01-01 19:30:00,60,20,20,0.029
1200,2020-01-01 19:35:00,60,20,20,0.029
1200,2020-01-01 19:40:00,60,20,20,0.029
1200,2020-01-01 19:45:00,60,20,20,0.029
1200,2020-01-01 19:50:00,60,20,20,0.029
1200,2020-01-01 19:55:00,60,20,20,0.029
1200,2020-01-01 20:00:00,60,20,20,0.029
1200,2020-01-01 20:05:00,60,20,20,0.029
1200,2020-01-01 20:10:00,60,20,20,0.029
1200,2020-01-01 20:15:00,60,20,20,0.029
1200,2020-01-01 20:20:00,60,20,20,0.029
1200,2020-01-01 20:25:00,60,20,20,0.029
1200,2020-01-01 20:30:00,60,20,20,0.029
1200,2020-01-01 20:35:00,60,20,20,0.029
1200,2020-01-01 20:40:00,60,20,20,0.029
1200,2020-01-01 20:45:00,60,20,20,0.029
1200,2020-01-01 20:50:00,60,20,20,0.029
1200,2020-01-01 20:55:00,60,20,20,0.029
1200,2020-01-01 21:00:00,60,20,20,0.029
1200,2020-01-01 21:05:00,60,20,20,0.029
1200,2020-01-01 21:10:00,60,20,20,0.029
1200,2020-01-01 21:15:00,60,20,20,0.029
1200,2020-01-01 21:20:00,60,20,20,0.029
1200,2020-01-01 21:25:00,60,20,20,0.029
1200,2020-01-01 21:30:00,60,20,20,0.029
1200,2020-01-01 21:35:00,60,20,20,0.029
1200,2020-01-01 21:40:00,60,20,20,0.029
1200,2020-01-01 21:45:00,60,20,20,0.029
1200,2020-01-01 21:50:00,60,20,20,0.029
1200,2020-01-01 21:55:00,60,20,20,0.029
1200,2020-01-01 22:00:00,60,20,20,0.029
1200,2020-01-01 22:05:00,60,20,20,0.029
1200,2020-01-01 22:10:00,60,20,20,0.029
1200,2020-01-01 22:15:00,60,20,20,0.029
1200,2020-01-01 22:20:00,60,20,20,0.029
1200,2020-01-01 22:25:00,60,20,20,0.029
1200,2020-01-01 22:30:00,60,20,20,0.029
1200,2020-01-01 22:35:00,60,20,20,0.029
1200,2020-01-01 22:40:00,60,20,20,0.029
1200,2020-01-01 22:45:00,60,20,20,0.029
1200,2020-01-01 22:50:00,60,20,20,0.029
1200,2020-01-01 22:55:00,60,20,20,0.029
1200,2020-01-01 23:00:00,60,20,20,0.029
1200,2020-01-01 23:05:00,60,20,20,0.029
1200,2020-01-01 23:10:00,60,20,20,0.029
1200,2020-01-01 23:15:00,60,20,20,0.029
1200,2020-01-01 23:20:00,60,20,20,0.029
1200,2020-01-01 23:25:00,60,20,20,0.029
1200,2020-01-01 23:30:00,60,20,20,0.029
1200,2020-01-01 23:35:00,60,20,20,0.029
1200,2020-01-01 23:40:00,60,20,20,0.029
1200,2020-01-01 23:45:00,60,20,20,0.029
1200,2020-01-01 23:50:00,60,20,20,0.029
1200,2020-01-01 23:55:00,60,20,20,0.029
1200,2020-01-02 00:00:00,60,20,20,0.029
1200,2020-01-02 00:05:00,60,20,20,0.029
1200,2020-01-02 00:10:00,60,20,20,0.029
1200,2020-01-02 00:15:00,60,20,20,0.029
1200,2020-01-02 00:20:00,60,20,20,0.029
1200,2020-01-02 00:25:00,60,20,20,0.029
1200,2020-01-02 00:30:00,60,20,20,0.029
1200,2020-01-02 00:35:00,60,20,20,0.029
1200,2020-01-02 00:40:00,60,20,20,0.029
1200,2020-01-02 00:45:00,60,20,20,0.029
1200,2020-01-02 00:50:00,60,20,20,0.029
1200,2020-01-02 00:55:00,60,20,20,0.029
1200,2020-01-02 01:00:00,60,20,20,0.029
1200,2020-01-02 01:05:00,60,20,20,0.029
1200,2020-01-02 01:10:00,60,20,20,0.029
1200,2020-01-02 01:15:00,60,20,20,0.029
1200,2020-01-02 01:20:00,60,20,20,0.029
1200,2020-01-02 01:25:00,60,20,20,0.029
1200,2020-01-02 01:30:00,60,20,20,0.029
1200,2020-01-02 01:35:00,60,20,20,0.029
1200,2020-01-02 01:40:00,60,20,20,0.029
1200,2020-01-02 01:45:00,60,20,20,0.029
1200,2020-01-02 01:50:00,60,20,20,0.029
1200,2020-01-02 01:55:00,60,20,20,0.029
1200,2020-01-02 02:00:00,60,20,20,0.029
1200,2020-01-02 02:05:00,60,20,20,0.029
1200,2020-01-02 02:10:00,60,20,20,0.029
1200,2020-01-02 02:15:00,60,20,20,0.029
1200,2020-01-02 02:20:00,60,20,20,0.029
1200,2020-01-02 02:25:00,60,20,20,0.029
1200,2020-01-02 02:30:00,60,20,20,0.029
1200,2020-01-02 02:35:00,60,20,20,0.029
1200,2020-01-02 02:40:00,60,20,20,0.029
1200,2020-01-02 02:45:00,60,20,20,0.029
1200,2020-01-02 02:50:00,60,20,20,0.029
1200,2020-01-02 02:55:00,60,20,20,0.029
1200,2020-01-02 03:00:00,60,20,20,0.029
1200,2020-01-02 03:05:00,60,20,20,0.029
1200,2020-01-02 03:10:00,60,20,20,0.029
1200,2020-01-02 03:15:00,60,20,20,0.029
1200,2020-01-02 03:20:00,60,20,20,0.029
1200,2020-01-02 03:25:00,60,20,20,0.029
1200,2020-01-02 03:30:00,60,20,20,0.029
1200,2020-01-02 03:35:00,60,20,20,0.029
1200,2020-01-02 03:40:00,60,20,20,0.029
1200,2020-01-02 03:45:00,60,20,20,0.029
1200,2020-01-02 03:50:00,60,20,20,0.029
1200,2020-01-02 03:55:00,60,20,20,0.029
1200,2020-01-02 04:00:00,60,20,20,0.029
1200,2020-01-02 04:05:00,60,20,20,0.029
1200,2020-01-02 04:10:00,60,20,20,0.029
1200,2020-01-02 04:15:00,60,20,20,0.029
1200,2020-01-02 04:20:00,60,20,20,0.029
1200,2020-01-02 04:25:00,60,20,20,0.029
1200,2020-01-02 04:30:00,60,20,20,0.029
1200,2020-01-02 04:35:00,60,20,20,0.029
1200,2020-01-02 04:40:00,60,20,20,0.029
1200,2020-01-02 04:45:00,60,20,20,0.029
1200,2020-01-02 04:50:00,60,20,20,0.029
1200,2020-01-02 04:55:00,60,20,20,0.029
1200,2020-01-02 05:00:00,60,20,20,0.029
1200,2020-01-02 05:05:00,60,20,20,0.029
1200,2020-01-02 05:10:00,60,20,20,0.029
1200,2020-01-02 05:15:00,60,20,20,0.029
1200,2020-01-02 05:20:00,60,20,20,0.029
1200,2020-01-02 05:25:00,60,20,20,0.029
1200,2020-01-02 05:30:00,60,20,20,0.029
1200,2020-01-02 05:35:00,60,20,20,0.029
1200,2020-01-02 05:40:00,60,20,20,0.029
1200,2020-01-02 05:45:00,60,20,20,0.029
1200,2020-01-02 05:50:00,60,20,20,0.029
1200,2020-01-02 05:55:00,60,20,20,0.029
1200,2020-01-02 06:00:00,60,20,20,0.029
1200,2020-01-02 06:05:00,60,20,20,0.029
1200,2020-01-02 06:10:00,60,20,20,0.029
1200,2020-01-02 06:15:00,60,20,20,0.029
1200,2020-01-02 06:20:00,60,20,20,0.029
1200,2020-01-02 06:25:00,60,20,20,0.029
1200,2020-01-02 06:30:00,60,20,20,0.029
1200,2020-01-02 06:35:00,60,20,20,0.029
1200,2020-01-02 06:40:00,60,20,20,0.029
1200,2020-01-02 06:45:00,60,20,20,0.029
1200,2020-01-02 06:50:00,60,20,20,0.029
1200,2020-01-02 06:55:00,60,20,20,0.029
1200,2020-01-02 07:00:00,60,20,20,0.029
1200,2020-01-02 07:05:00,60,20,20,0.029
1200,2020-01-02 07:10:00,60,20,20,0.029
1200,2020-01-02 07:15:00,60,20,20,0.029
1200,2020-01-02 07:20:00,60,20,20,0.029
1200,2020-01-02 07:25:00,60,20,20,0.029
1200,2020-01-02 07:30:00,60,20,20,0.029
1200,2020-01-02 07:35:00,60,40,40,0.042
1200,2020-01-02 07:40:00,60,120,120,0.078
1200,2020-01-02 07:45:00,60,280,280,0.154
1200,2020-01-02 07:50:00,60,380,380,0.198
1200,2020-01-02 07:55:00,60,600,600,0.303
1200,2020-01-02 08:00:00,60,1160,1160,0.592
1200,2020-01-02 08:05:00,60,1600,1600,0.702
1200,2020-01-02 08:10:00,60,2280,2280,0.82
1200,2020-01-02 08:15:00,60,2640,2640,0.852
1200,2020-01-02 08:20:00,60,2980,2980,0.876
1200,2020-01-02 08:25:00,60,2824,2824,0.866
1200,2020-01-02 08:30:00,60,2800,2800,0.864
1200,2020-01-02 08:35:00,60,3740,3740,0.908
1200,2020-01-02 08:40:00,60,4400,4400,0.932
1200,2020-01-02 08:45:00,60,4640,4640,0.951
1200,2020-01-02 08:50:00,60,5580,5580,0.972
1200,2020-01-02 08:55:00,60,7451,7451,0.979
1200,2020-01-02 09:00:00,60,8900,8900,-0.98
1200,2020-01-02 09:05:00,60,7840,7840,0.977
1200,2020-01-02 09:10:00,60,10540,10540,-0.985
1200,2020-01-02 09:15:00,60,9340,9340,-0.983
1200,2020-01-02 09:20:00,60,9980,9980,-0.984
1200,2020-01-02 09:25:00,60,9440,9440,-0.983
1200,2020-01-02 09:30:00,60,10660,10660,-0.987
1200,2020-01-02 09:35:00,60,10000,10000,-0.984
1200,2020-01-02 09:40:00,60,10960,10960,-0.986
1200,2020-01-02 09:45:00,60,10420,10420,-0.985
1200,2020-01-02 09:50:00,60,9060,9060,-0.983
1200,2020-01-02 09:55:00,60,11420,11420,-0.988
1200,2020-01-02 10:00:00,60,10640,10640,-0.985
1200,2020-01-02 10:05:00,60,12680,12680,-0.987
1200,2020-01-02 10:10:00,60,14140,14140,-0.987
1200,2020-01-02 10:15:00,60,13080,13080,-0.988
1200,2020-01-02 10:20:00,60,13680,13680,-0.987
1200,2020-01-02 10:25:00,60,15000,15000,-0.987
1200,2020-01-02 10:30:00,60,14460,14460,-0.986
1200,2020-01-02 10:35:00,60,13940,13940,-0.989
1200,2020-01-02 10:40:00,60,11800,11800,-0.987
1200,2020-01-02 10:45:00,60,11040,11040,-0.986
1200,2020-01-02 10:50:00,60,16580,16580,-0.989
1200,2020-01-02 10:55:00,60,19060,19060,-0.99
1200,2020-01-02 11:00:00,60,13260,13260,-0.988
1200,2020-01-02 11:05:00,60,10760,10760,-0.985
1200,2020-01-02 11:10:00,60,11200,11200,-0.986
1200,2020-01-02 11:15:00,60,9740,9740,-0.984
1200,2020-01-02 11:20:00,60,9880,9880,-0.982
1200,2020-01-02 11:25:00,60,8440,8440,-0.984
1200,2020-01-02 11:30:00,60,8440,8440,-0.979
1200,2020-01-02 11:35:00,60,9620,9620,-0.984
1200,2020-01-02 11:40:00,60,9660,9660,-0.986
1200,2020-01-02 11:45:00,60,9540,9540,-0.984
1200,2020-01-02 11:50:00,60,10400,10400,-0.985
1200,2020-01-02 11:55:00,60,14140,14140,-0.989
1200,2020-01-02 12:00:00,60,23620,23620,-0.991
1200,2020-01-02 12:05:00,60,18320,18320,-0.991
1200,2020-01-02 12:10:00,60,20700,20700,-0.988
1200,2020-01-02 12:15:00,60,30360,30360,-0.991
1200,2020-01-02 12:20:00,60,31560,31560,-0.99
1200,2020-01-02 12:25:00,60,29380,29380,-0.99
1200,2020-01-02 12:30:00,60,33780,33780,-0.991
1200,2020-01-02 12:35:00,60,31880,31880,-0.991
1200,2020-01-02 12:40:00,60,29700,29700,-0.991
1200,2020-01-02 12:45:00,60,26740,26740,-0.99
1200,2020-01-02 12:50:00,60,26600,26600,-0.99
1200,2020-01-02 12:55:00,60,29480,29480,-0.99
1200,2020-01-02 13:00:00,60,24960,24960,-0.99
1200,2020-01-02 13:05:00,60,25380,25380,-0.991
1200,2020-01-02 13:10:00,60,27480,27480,-0.991
1200,2020-01-02 13:15:00,60,26040,26040,-0.991
1200,2020-01-02 13:20:00,60,23160,23160,-0.99
1200,2020-01-02 13:25:00,60,26360,26360,-0.991
1200,2020-01-02 13:30:00,60,22620,22620,-0.99
1200,2020-01-02 13:35:00,60,21220,21220,-0.991
1200,2020-01-02 13:40:00,60,21420,21420,-0.99
1200,2020-01-02 13:45:00,60,17640,17640,-0.99
1200,2020-01-02 13:50:00,60,16840,16840,-0.989
1200,2020-01-02 13:55:00,60,17420,17420,-0.991
1200,2020-01-02 14:00:00,60,16160,16160,-0.99
1200,2020-01-02 14:05:00,60,10580,10580,-0.989
1200,2020-01-02 14:10:00,60,12860,12860,-0.986
1200,2020-01-02 14:15:00,60,15180,15180,-0.988
1200,2020-01-02 14:20:00,60,16340,16340,-0.99
1200,2020-01-02 14:25:00,60,14320,14320,-0.989
1200,2020-01-02 14:30:00,60,17680,17680,-0.99
1200,2020-01-02 14:35:00,60,16620,16620,-0.989
1200,2020-01-02 14:40:00,60,12140,12140,-0.988
1200,2020-01-02 14:45:00,60,12740,12740,-0.987
1200,2020-01-02 14:50:00,60,16100,16100,-0.986
1200,2020-01-02 14:55:00,60,17980,17980,-0.991
1200,2020-01-02 15:00:00,60,16580,16580,-0.989
1200,2020-01-02 15:05:00,60,5440,5440,0.971
1200,2020-01-02 15:10:00,60,14380,14380,-0.988
1200,2020-01-02 15:15:00,60,4600,4600,0.962
1200,2020-01-02 15:20:00,60,7540,7540,0.977
1200,2020-01-02 15:25:00,60,7640,7640,0.982
1200,2020-01-02 15:30:00,60,6060,6060,0.971
1200,2020-01-02 15:35:00,60,5440,5440,0.964
1200,2020-01-02 15:40:00,60,2000,2000,0.781
1200,2020-01-02 15:45:00,60,4820,4820,0.949
1200,2020-01-02 15:50:00,60,4720,4720,0.948
1200,2020-01-02 15:55:00,60,4660,4660,0.955
1200,2020-01-02 16:00:00,60,4180,4180,0.941
1200,2020-01-02 16:05:00,60,2200,2200,0.791
1200,2020-01-02 16:10:00,60,1880,1880,0.746
1200,2020-01-02 16:15:00,60,1280,1280,0.621
1200,2020-01-02 16:20:00,60,700,700,0.389
1200,2020-01-02 16:25:00,60,340,340,0.21
1200,2020-01-02 16:30:00,60,200,200,0.12
1200,2020-01-02 16:35:00,60,160,160,0.09
1200,2020-01-02 16:40:00,60,60,60,0.038
1200,2020-01-02 16:45:00,60,20,20,0.029
1200,2020-01-02 16:50:00,60,20,20,0.029
1200,2020-01-02 16:55:00,60,20,20,0.029
1200,2020-01-02 17:00:00,60,20,20,0.029
1200,2020-01-02 17:05:00,60,20,20,0.029
1200,2020-01-02 17:10:00,60,20,20,0.029
1200,2020-01-02 17:15:00,60,20,20,0.029
1200,2020-01-02 17:20:00,60,20,20,0.029
1200,2020-01-02 17:25:00,60,20,20,0.029
1200,2020-01-02 17:30:00,60,20,20,0.029
1200,2020-01-02 17:35:00,60,20,20,0.029
1200,2020-01-02 17:40:00,60,20,20,0.029
1200,2020-01-02 17:45:00,60,20,20,0.029
1200,2020-01-02 17:50:00,60,20,20,0.029
1200,2020-01-02 17:55:00,60,20,20,0.029
1200,2020-01-02 18:00:00,60,20,20,0.029
1200,2020-01-02 18:05:00,60,20,20,0.029
1200,2020-01-02 18:10:00,60,20,20,0.029
1200,2020-01-02 18:15:00,60,20,20,0.029
1200,2020-01-02 18:20:00,60,20,20,0.029
1200,2020-01-02 18:25:00,60,20,20,0.029
1200,2020-01-02 18:30:00,60,20,20,0.029
1200,2020-01-02 18:35:00,60,20,20,0.029
1200,2020-01-02 18:40:00,60,20,20,0.029
1200,2020-01-02 18:45:00,60,20,20,0.029
